created_on,text
2016-11-01,
2016-11-01,
2016-11-01,
2016-11-01,"Alzheimer disease (AD) and chronic traumatic encephalopathy (CTE) share a common neuropathologic signature-neurofibrillary tangles made of phosphorylated tau-but do not have the same pathogenesis or symptoms. Although whether traumatic brain injury (TBI) could cause AD has not been established, CTE is shown to be associated with TBI. Until recently, whether and how TBI leads to tau-mediated neurodegeneration was unknown. The unique prolyl isomerase Pin1 protects against the development of tau-mediated neurodegeneration in AD by converting the phosphorylated Thr231-Pro motif in tau (ptau) from the pathogenic cis conformation to the physiologic trans conformation, thereby restoring ptau function. The recent development of antibodies able to distinguish and eliminate both conformations specifically has led to the discovery of cis-ptau as a precursor of tau-induced pathologic change and an early driver of neurodegeneration that directly links TBI to CTE and possibly to AD. Within hours of TBI in mice or neuronal stress in vitro, neurons prominently produce cis-ptau, which causes and spreads cis-ptau pathologic changes, termed cistauosis. Cistauosis eventually leads to widespread tau-mediated neurodegeneration and brain atrophy. Cistauosis is effectively blocked by the cis-ptau antibody, which targets intracellular cis-ptau for proteasome-mediated degradation and prevents extracellular cis-ptau from spreading to other neurons. Treating TBI mice with cis-ptau antibody not only blocks early cistauosis but also prevents development and spreading of tau-mediated neurodegeneration and brain atrophy and restores brain histopathologic features and functional outcomes. Thus, cistauosis is a common early disease mechanism for AD, TBI, and CTE, and cis-ptau and its antibody may be useful for early diagnosis, treatment, and prevention of these devastating diseases. "
2016-10-01,"The chronic effects of repetitive head impacts (RHI) on the development of neuroinflammation and its relationship to chronic traumatic encephalopathy (CTE) are unknown. Here we set out to determine the relationship between RHI exposure, neuroinflammation, and the development of hyperphosphorylated tau (ptau) pathology and dementia risk in CTE. We studied a cohort of 66 deceased American football athletes from the Boston University-Veteran's Affairs-Concussion Legacy Foundation Brain Bank as well as 16 non-athlete controls. Subjects with a neurodegenerative disease other than CTE were excluded. Counts of total and activated microglia, astrocytes, and ptau pathology were performed in the dorsolateral frontal cortex (DLF). Binary logistic and simultaneous equation regression models were used to test associations between RHI exposure, microglia, ptau pathology, and dementia. Duration of RHI exposure and the development and severity of CTE were associated with reactive microglial morphology and increased numbers of CD68 immunoreactive microglia in the DLF. A simultaneous equation regression model demonstrated that RHI exposure had a significant direct effect on CD68 cell density (p < 0.0001) and ptau pathology (p < 0.0001) independent of age at death. The effect of RHI on ptau pathology was partially mediated through increased CD68 positive cell density. A binary logistic regression demonstrated that a diagnosis of dementia was significantly predicted by CD68 cell density (OR = 1.010, p = 0.011) independent of age (OR = 1.055, p = 0.007), but this effect disappeared when ptau pathology was included in the model. In conclusion, RHI is associated with chronic activation of microglia, which may partially mediate the effect of RHI on the development of ptau pathology and dementia in CTE. Inflammatory molecules may be important diagnostic or predictive biomarkers as well as promising therapeutic targets in CTE. "
2016-10-01,"Traumatic brain injury (TBI) is one of the leading causes of death and disability around the world. The lack of validated biomarkers for TBI is a major impediment to developing effective therapies and improving clinical practice, as well as stimulating much work in this area. In this review, we focus on different settings of TBI management where blood or cerebrospinal fluid (CSF) biomarkers could be utilized for predicting clinically-relevant consequences and guiding management decisions. Requirements that the biomarker must fulfill differ based on the intended context of use (CoU). Specifically, we focus on fluid biomarkers in order to: (1) identify patients who may require acute neuroimaging (cranial computerized tomography (CT) or magnetic resonance imaging (MRI); (2) select patients at risk for secondary brain injury processes; (3) aid in counseling patients about their symptoms at discharge; (4) identify patients at risk for developing postconcussive syndrome (PCS), posttraumatic epilepsy (PTE) or chronic traumatic encephalopathy (CTE); (5) predict outcomes with respect to poor or good recovery; (6) inform counseling as to return to work (RTW) or to play. Despite significant advances already made from biomarker-based studies of TBI, there is an immediate need for further large-scale studies focused on identifying and innovating sensitive and reliable TBI biomarkers. These studies should be designed with the intended CoU in mind. "
2016-10-01,"Cerebrospinal fluid (CSF) transport across the central nervous system (CNS) is no longer believed to be on the conventional lines. The Virchow-Robin space (VRS) that facilitates CSF transport from the basal cisterns into the brain interstitial fluid (ISF) has gained interest in a whole new array of studies. Moreover, new line of evidence suggests that VRS may be involved in different pathological mechanisms of brain diseases. Here, we review emerging studies proving the feasible role of VRS in sleep, Alzheimer's disease, chronic traumatic encephalopathy, and traumatic brain injury (TBI). In this study, we have outlined the possible role of VRS in different pathological conditions. The new insights into the physiology of the CSF circulation may have important clinical relevance for understanding the mechanisms underlying brain pathologies and their cure. "
2016-10-01,"Here a case is presented of a 51-year-old former high school football player with multiple concussions, including one episode with loss of consciousness. The patient experienced 6 years of cognitive and mood decline, and his wife corroborated increasing memory loss, attentional difficulties, and depressed mood without suicidal ideation. He had been unable to maintain full-time employment because of progressive decline. Based on his presentation, he had been previously diagnosed with attention deficit hyperactivity disorder and bipolar disorder, type II. Neuropsychological tests indicated domain-specific cognitive impairment, and longitudinal volumetric magnetic resonance imaging (MRI) of the brain showed progressive brainstem, diencephalic, and frontal lobe atrophy. This regional volume loss correlated with the increased signal seen on tau and amyloid imaging (FDDNP-PET scan) of a separate case of suspected chronic traumatic encephalopathy (CTE). Visual assessment of the MRI also showed evidence of old petechial hemorrhages in the frontal and temporal-parietal lobe white matter. This case raises the possibility of distinct quantitative and visual brain MRI findings in suspected CTE. "
2016-10-01,
2016-10-01,"There is current disagreement in the scientific literature about the relationship between playing football and suicide risk, particularly among professional players in the National Football League (NFL). While some research indicates players are at high risk of football-related concussions, which may lead to chronic traumatic encephalopathy and suicide, other research finds such a connection to be speculative and unsupported by methodologically sound research. To compare the suicide mortality of a cohort of NFL players to what would be expected in the general population of the United States. Cohort study; Level of evidence, 3. A cohort of 3439 NFL players with at least 5 credited playing seasons between 1959 and 1988 was assembled for statistical analysis. The vital status for this cohort was updated through 2013. Standardized mortality ratios (SMRs), the ratio of observed deaths to expected deaths, and 95% CIs were computed for the cohort; 95% CIs that excluded unity were considered statistically significant. For internal comparison purposes, standardized rate ratios were calculated to compare mortality results between players stratified into speed and nonspeed position types. Suicide among this cohort of professional football players was significantly less than would be expected in comparison with the United States population (SMR = 0.47; 95% CI, 0.24-0.82). There were no significant differences in suicide mortality between speed and nonspeed position players. There is no indication of elevated suicide risk in this cohort of professional football players with 5 or more credited seasons of play. Because of the unique nature of this cohort, these study results may not be applicable to professional football players who played fewer than 5 years or to college or high school players. "
2016-10-01,"Retrospective assessment of post-traumatic amnesia (PTA) must take into account factors other than traumatic brain injury (TBI) which may impact on memory both at the time of injury and subsequent to the injury. These include analgesics, anaesthesia required for surgery, and the development of acute or post-traumatic stress disorder. This is relevant in clinical and medicolegal settings. Repeated assessments of the post-injury state, involving tests for continuing amnesia, risk promoting recall of events suggested by the examiner, or generating confabulations. The PTA syndrome affects the categorical autobiographical memory, and is accompanied by confusion as an essential component; this should be suspected from the initial or early Glasgow Coma Scale score (13-14/15) if not directly recorded by clinical staff. PTA by itself is only one of several indices of severity of TBI. The nature of the head injury, including observers' accounts, clinical and neuroimaging data, the possible role of other external injuries, blood loss, acute stress disorder and the potential for hypoxic brain injury, must be taken into account as well as concomitant alcohol or substance abuse, and systemic shock. A plausible mechanism for a TBI must be demonstrable, and other causes of amnesia excluded. "
2016-10-01,"Chronic traumatic encephalopathy (CTE) is a progressive neurodegenerative disorder associated with repetitive traumatic brain injury. Multiple system atrophy (MSA) is a Parkinsonian disorder that can result in repetitive falls with associated head trauma. We hypothesized that patients with neurodegenerative disorders like MSA could develop CTE pathology. Therefore, we assessed CTE pathology in 139 MSA cases in our brain bank. Sections from convexity cerebral cortices were screened by immunohistochemistry with anti-phospho-tau antibody. For cases with suggestive CTE pathology, further sections of basal forebrain and hippocampus were immunostained. Consensus criteria were used to make the diagnosis of CTE and aging-related tau astrogliopathy (ARTAG) was differentiated from CTE pathology. Pertinent clinical information was derived from the available records and online searches. Of the 139 MSA cases, 8 (6%) had CTE pathology and 10 (8%) had ARTAG pathology. All 8 cases with CTE were male and 4 of them had a documented history of contact sports. The median age at death in MSA with CTE was younger than in MSA without CTE or MSA with ARTAG (60, 67, and 74 years, respectively; p = 0.002). Even without a known history of contact sports or head trauma, a small subset of cases with MSA had CTE pathology. "
2016-10-01,"Chronic traumatic encephalopathy (CTE) is a neurodegenerative disease occurring most commonly in athletes and is caused by repeated concussive or subconcussive blows to the head. The main purpose of this review is to evaluate the published literature on chronic traumatic encephalopathy (CTE) in athletes participating in high-impact sports. In particular, we highlight the significance of concussive and subconcussive impacts in multiple sports, elucidate the differences between clinical/pathological features of CTE and related neurodegenerative diseases, and provide an explanation for the variation in clinical presentation between athletes of different sports. A review targeting relevant publications to CTE was performed. The PubMed/MEDLINE index was searched for keywords such as ""chronic traumatic encephalopathy,"" ""repetitive traumatic brain injury,"" ""mild traumatic brain injury,"" and ""concussion"" from year 1924 through March 1, 2016. A consensus panel's recent identification of a pathognomonic pathology in CTE, characterized by an irregular distribution of phosphorylated tau deposits, is an important step in developing consensus diagnostic criteria and clinicopathological studies. After review of major clinical studies, evidence suggests that there are clear differences in neuropathological features, clinical progression, and manifestation of symptoms between CTE and other neurodegenerative diseases. The literature suggests boxers tend to have more severe symptoms than other athletes due to more frequent rotational and shearing impacts. Data regarding genetic predispositions of CTE have been inconsistent in part due to low subject populations. Positron emission tomography imaging involving tau-binding ligands has recently proven effective in differentiating CTE from control groups and other neurodegenerative diseases. Further longitudinal studies should be conducted to correlate the number of suffered concussive/subconcussive forces to the likelihood of developing chronic traumatic brain injury symptoms. Research striving for a reliable antemortem CTE diagnosis would be immensely beneficial, leading to more accurate estimates of prevalence, allowing clinicians to assess future risk of athletes' continued participation in sports, and enabling clinicians to make appropriate preventive recommendations. "
2016-10-01,"Diagnostic and prognostic biomarkers for mild traumatic brain injury (TBI), also known as concussion, remain a major unmet clinical need. Moderate to severe TBI can be diagnosed definitively by clinical assessment and standard neuroimaging techniques that detect the gross damage to the brain parenchyma. Diagnostic tools for mild TBI are lacking and, currently, the diagnosis has to be made on clinical grounds alone, because most patients show no gross pathological changes on CT. Most patients with mild TBI recover quickly, but about 15% develop an ill-defined condition called postconcussive syndrome (PCS). Repeated concussions have been associated with a chronic neurodegenerative disorder called chronic traumatic encephalopathy (CTE), which can only currently be diagnosed post mortem. Fluid biomarkers are needed to better define and detect mild TBI and related conditions. Here, we review the literature on fluid biomarkers for neuronal, axonal, oligodendrocytic, astroglial and blood-brain barrier injury, as well as markers for neuroinflammation and metabolic dysregulation, in the context of mild TBI, PCS and CTE. We also discuss technical and standardization issues and potential pathways to advance the most promising biomarker candidates into clinical laboratory practice. "
2016-10-01,"Chronic traumatic encephalopathy (CTE) is a distinctive neurodegenerative disease that occurs as a result of repetitive head impacts. CTE can only be diagnosed by postmortem neuropathologic examination of brain tissue. CTE is a unique disorder with a pathognomonic lesion that can be reliably distinguished from other neurodegenerative diseases. CTE is associated with violent behaviors, explosivity, loss of control, depression, suicide, memory loss and cognitive changes. There is increasing evidence that CTE affects amateur athletes as well as professional athletes and military veterans. CTE has become a major public health concern.  "
2016-10-01,
2016-09-01,"Chronic traumatic encephalopathy (CTE) is a neurodegenerative disorder most commonly associated with repetitive traumatic brain injury (TBI) and characterized by the presence of neurofibrillary tangles of tau protein, known as a tauopathy. Currently, the diagnosis of CTE can only be definitively established postmortem. However, a new positron emission tomography (PET) ligand, [ "
2016-12-01,"Discussions surrounding concussion have made their way into the public sphere over the previous decade with media attention and coverage of the injury fueling public debate. These conversations have devolved into discussions on banning contact and collision sports and raised legal questions surrounding injury management. Questions raised about concussion eclipse what science can answer, but the University of Michigan Injury Center (MI, USA) hosted a Concussion Summit in September 2015 as a means to condense, solidify and disseminate what is currently known on the topic. Areas for discussion included concussion incidence and prevention, diagnosis and management, legislation and education, legal and social aspects and future directions. A summary of those presentations are included within. "
2016-09-01,"SEE BERNASCONI DOI101093/AWW202 FOR A SCIENTIFIC COMMENTARY ON THIS ARTICLE: Temporal lobe epilepsy, the most prevalent form of chronic focal epilepsy, is associated with a high prevalence of cognitive impairment but the responsible underlying pathological mechanisms are unknown. Tau, the microtubule-associated protein, is a hallmark of several neurodegenerative diseases including Alzheimer's disease and chronic traumatic encephalopathy. We hypothesized that hyperphosphorylated tau pathology is associated with cognitive decline in temporal lobe epilepsy and explored this through clinico-pathological study. We first performed pathological examination on tissue from 33 patients who had undergone temporal lobe resection between ages 50 and 65 years to treat drug-refractory temporal lobe epilepsy. We identified hyperphosphorylated tau protein using AT8 immunohistochemistry and compared this distribution to Braak patterns of Alzheimer's disease and patterns of chronic traumatic encephalopathy. We quantified tau pathology using a modified tau score created specifically for analysis of temporal lobectomy tissue and the Braak staging, which was limited without extra-temporal brain areas available. Next, we correlated tau pathology with pre- and postoperative cognitive test scores and clinical risk factors including age at time of surgery, duration of epilepsy, history of secondary generalized seizures, history of head injury, handedness and side of surgery. Thirty-one of 33 cases (94%) showed hyperphosphorylated tau pathology in the form of neuropil threads and neurofibrillary tangles and pre-tangles. Braak stage analysis showed 12% of our epilepsy cohort had a Braak staging III-IV compared to an age-matched non-epilepsy control group from the literature (8%). We identified a mixture of tau pathology patterns characteristic of Alzheimer's disease and chronic traumatic encephalopathy. We also found unusual patterns of subpial tau deposition, sparing of the hippocampus and co-localization with mossy fibre sprouting, a feature of temporal lobe epilepsy. We demonstrated that the more extensive the tau pathology, the greater the decline in verbal learning (Spearman correlation, r = -0.63), recall (r = -0.44) and graded naming test scores (r = -0.50) over 1-year post-temporal lobe resection (P < 0.05). This relationship with tau burden was also present when examining decline in verbal learning from 3 months to 1 year post-resection (r = -0.54). We found an association between modified tau score and history of secondary generalized seizures (likelihood-ratio χ(2), P < 0.05) however there was no clear relationship between tau pathology and other clinical risk factors assessed. Our findings suggest an epilepsy-related tauopathy in temporal lobe epilepsy, which contributes to accelerated cognitive decline and has diagnostic and treatment implications. "
2016-09-01,"Traumatic brain injury (TBI) has come to the forefront of both the scientific and popular culture. Specifically, sports-related concussions or mild TBI (mTBI) has become the center of scientific scrutiny with a large amount of research focusing on the long-term sequela of this type of injury. As the populace continues to age, the impact of TBI on the aging brain will become clearer. Currently, reports have come to light that link TBI to neurodegenerative disorders such as Alzheimer's and Parkinson's diseases, as well as certain psychiatric diseases. Whether these associations are causations, however, is yet to be determined. Other long-term sequelae, such as chronic traumatic encephalopathy (CTE), appear to be associated with repetitive injuries. Going forward, as we gain better understanding of the pathophysiological process involved in TBI and subclinical head traumas, and individual traits that influence susceptibility to neurocognitive diseases, a clearer, more comprehensive understanding of the connection between brain injury and resultant disease processes in the aging brain will become evident. "
2016-09-01,"Head injuries are a particular concern in Hawai'i given the large military population, the presence of many land and water sports such as football and surfing, and the lenient helmet laws for motorcycle and bicycle riders. Physical, psychological, and cognitive symptoms from single or repeated concussions can affect an individual's reentry to society and activity. Current literature indicates that repeated head injuries are associated with chronic traumatic encephalopathy (CTE) which is thought to lead to dementia. This paper reviews literature discussing causes of concussion including its incidence and prevalence in Hawai'i. Furthermore, the neurophysiological and neurobiological etiologies are discussed followed by an overview of methods for identification and management of concussion. The paper serves as information for professionals in the community such as educators, military personnel, and healthcare workers to identify risks of concussion, management of symptoms, and to connect with resources and programs available in Hawai'i. "
2016-09-01,
2016-09-01,"Mild traumatic brain injuries may result in cumulative brain damage and neurodegenerative disease. To date, there is no pharmaceutical intervention known to prevent these consequences. Hyperphosphorylated tau has been associated in this process, and protein phosphatase 2A 55 kDa regulatory B subunit (PP2A/PR55) - the major tau phosphatase - is decreased after a brain insult. Sodium selenate up-regulates PP2A/PR55 and dephosphorylates tau, and may hold promise as a treatment in the mild brain injury setting. Here we investigated sodium selenate treatment in rats given repeated mild traumatic brain injuries. Rats were given three mild fluid percussion injuries or three sham-injuries, and treated with sodium selenate (1 mg/kg/day) or saline-vehicle for three months before undergoing behavioral testing, MRI, and post-mortem analysis of brain tissue. Repeated mild traumatic brain injuries increased the phosphorylation of tau and decreased PP2A/PR55, whilst inducing brain atrophy and cognitive and sensorimotor deficits. Sodium selenate treatment increased PP2A/PR55, and decreased tau phosphorylation, brain damage, and cognitive and motor impairments in rats given repeated mild traumatic brain injuries. Our findings implicate PP2A/PR55 and tau as important mechanisms in the pathophysiological aftermath of repeated mild brain traumas, and support sodium selenate as a novel and translatable treatment for these common injuries. "
2016-09-01,"Professional boxing can lead to chronic traumatic encephalopathy, a variant of traumatic brain injury (TBI). Its occurrence in amateur boxers is a matter of debate since amateur boxing is considered to be less harmful due to more strict regulations. However, several studies using different methodological approaches have revealed subtle signs of TBI even in amateurs. Diffusion tensor imaging (DTI) is sensitive to microscopic white matter changes and has been proven useful in TBI when routine MR imaging often is unrevealing. DTI, with tract-based spatial statistics (TBSS) together with neuropsychological examination of executive functions and memory, was used to investigate a collective of 31 male amateur boxers and 31 age-matched controls as well as a subgroup of 19 individuals, respectively, who were additionally matched for intellectual performance (IQ). All participants had normal findings in neurological examination and conventional MR. Amateur boxers did not show deficits in neuropsychological tests when their IQ was taken into account. Fractional anisotropy was significantly reduced, while diffusivity measures were increased along central white matter tracts in the boxers group. These changes were in part associated with the number of fights. TBSS revealed widespread white matter disturbance partially related to the individual fighting history in amateur boxers. These findings closely resemble those in patients with accidental TBI and indicate similar histological changes in amateur boxers. "
2016-09-01,"Mounting research in the field of sports concussion biomarkers has led to a greater understanding of the effects of brain injury from sports. A recent systematic review of clinical studies examining biomarkers of brain injury following sports-related concussion established that almost all studies have been published either in or after the year 2000. In an effort to prevent chronic traumatic encephalopathy and long-term consequences of concussion, early diagnostic and prognostic tools are becoming increasingly important; particularly in sports and in military personnel, where concussions are common occurrences. Early and tailored management of athletes following a concussion with biomarkers could provide them with the best opportunity to avoid further injury. Should blood-based biomarkers for concussion be validated and become widely available, they could have many roles. For instance, a point-of-care test could be used on the field by trained sport medicine professionals to help detect a concussion. In the clinic or hospital setting, it could be used by clinicians to determine the severity of concussion and be used to screen players for neuroimaging (computed tomography and/or magnetic resonance imaging) and further neuropsychological testing. Furthermore, biomarkers could have a role in monitoring progression of injury and recovery and in managing patients at high risk of repeated injury by being incorporated into guidelines for return to duty, work, or sports activities. There may even be a role for biomarkers as surrogate measures of efficacy in the assessment of new treatments and therapies for concussion.  "
2016-08-01,"A history of concussion, particularly repeated injury, has been linked to an increased risk for the development of neurodegenerative diseases, particularly chronic traumatic encephalopathy (CTE). CTE is characterized by abnormal accumulation of hyperphosphorylated tau and deficits in learning and memory. As yet the mechanisms associated with the development of CTE are unknown. Accordingly, the aim of the current study was to develop and characterize a novel model of repetitive mTBI that accurately reproduces the key short and long-term functional and histopathological features seen clinically. Forty male Sprague-Dawley rats were randomly assigned to receive 0, 1 or 3x mTBI spaced five days apart using a modified version of the Marmarou impact-acceleration diffuse-TBI model to deliver 110G of linear force. Functional outcomes were assessed six and twelve weeks post-injury, with histopathology assessed twenty-four hours and twelve weeks post-injury. Repetitive mTBI resulted in mild spatial and recognition memory deficits as reflected by increased escape latency on the Barnes maze and decreased time spent in the novel arm of the Y maze. There was a trend towards increased anxiety-like behavior, with decreased time spent in the inner portion of the open field. At 24 hours and 12 weeks post injury, repetitive mTBI animals showed increased tau phosphorylation and microglial activation within the cortex. Increases in APP immunoreactivity were observed in repetitive mTBI animals at 12 weeks indicating long-term changes in axonal integrity. This novel model of repetitive mTBI with its persistent cognitive deficits, neuroinflammation, axonal injury and tau hyperphosphorylation, thus represents a clinically relevant experimental approach to further explore the underlying pathogenesis of CTE.  "
2016-08-01,"A derangement of brain wound healing may cause some cases of Alzheimer's disease. Wound healing, a highly complex process, has four stages: hemostasis, inflammation, repair, and remodeling. Hemostasis and the initial phases of inflammation in brain tissue are typical of all vascularized tissue, such as skin. However, distinct differences arise in brain tissue during the later stages of inflammation, repair, and remodeling, and closely parallel the changes of Alzheimer's disease. Our hypothesis -- Alzheimer's disease is brain wound healing gone awry at least in some cases -- could be tested by measuring progression with biomarkers for the four stages of wound healing in humans or appropriate animal models. Autopsy studies might be done. Chronic traumatic encephalopathy might also result from the brain wound healing process. "
2016-08-01,
2016-08-01,"With regard to persistent posttraumatic headache, there is legitimate concern that duration of symptoms may have an impact on the efficacy of future treatment attempts. Without neuropathologic confirmation, a clinical diagnosis of chronic traumatic encephalopathy cannot be made with a high degree of confidence. Sport-related headaches are challenging in a return-to-play context, because it is often unclear whether an athlete has an exacerbation of a primary headache disorder, has new-onset headache unrelated to trauma, or is in the recovery phase after concussion. Regular physical exercise may prove beneficial to multiple neurologic disease states. "
2016-07-01,"The relationship between soccer and chronic traumatic encephalopathy (CTE) is not well established. We report clinicopathological correlations in an 83-year-old retired center-back soccer player, with no history of concussion, manifesting typical Alzheimer-type dementia. Examination revealed mixed pathology including widespread CTE, moderate Alzheimer's disease, hippocampal sclerosis, and TDP-43 proteinopathy. This case adds to a few CTE cases described in soccer players. Furthermore, it corroborates that CTE may present clinically as typical Alzheimer-type dementia. Further studies investigating the extent to which soccer is a risk for CTE are needed. "
2016-07-01,"Three scaffolds with inhibitory activity against the heat shock protein 70 (Hsp70) family of chaperones have been found to enhance the degradation of the microtubule associated protein tau in cells, neurons, and brain tissue. This is important because tau accumulation is linked to neurodegenerative diseases including Alzheimer's disease (AD) and chronic traumatic encephalopathy (CTE). Here, we expanded upon this study to investigate the anti-tau efficacy of additional scaffolds with Hsp70 inhibitory activity. Five of the nine scaffolds tested lowered tau levels, with the rhodacyanine and phenothiazine scaffolds exhibiting the highest potency as previously described. Because phenothiazines also inhibit tau aggregation in vitro, we suspected that this activity might be a more accurate predictor of tau lowering. Interestingly, the rhodacyanines did inhibit in vitro tau aggregation to a similar degree as phenothiazines, correlating well with tau-lowering efficacy in cells and ex vivo slices. Moreover, other Hsp70 inhibitor scaffolds with weaker tau-lowering activity in cells inhibited tau aggregation in vitro, albeit at lower potencies. When we tested six well-characterized tau aggregation inhibitors, we determined that this mechanism of action was not a better predictor of tau-lowering than Hsp70 inhibition. Instead, we found that compounds possessing both activities were the most effective at promoting tau clearance. Moreover, cytotoxicity and PAINS activity are critical factors that can lead to false-positive lead identification. Strategies designed around these principles will likely yield more efficacious tau-lowering compounds. "
2016-07-01,"Chronic traumatic encephalopathy (CTE) is a neurodegenerative disease, which is associated with mild repetitive traumatic brain injury (TBI). This long-term and progressive symptom due to TBI was initially called punch-drunk syndrome or dementia pugilistica, since it was believed to be associated with boxing. However, serial neuropathological studies of mild repetitive TBI in the last decade have revealed that CTE occurs not only in boxers but also in a wider population including American football players, wrestlers, and military personnel. CTE has gained large public interest owing to dramatic cases involving retired professional athletes wherein serious behavioral problems and tragic incidents were reported. Unlike mild repetitive TBI, a single episode of severe TBI can cause another type of late-onset neuropsychiatric disease including Alzheimer's disease (AD). Several epidemiological studies have shown that a single episode of severe TBI is one of the major risk factors of AD. Pathologically, both AD and CTE are characterized by abnormal accumulations of hyperphosphorylated tau proteins. However, recent neuropathological studies revealed that CTE demonstrates a unique pattern of tau pathology in neurons and astrocytes, and accumulation of other misfolded proteins such as TDP-43. Currently, no reliable biomarkers of late-onset neurodegenerative diseases following TBI are available, and a definitive diagnosis can be made only via postmortem neuropathological examination. Development in neuroimaging techniques such as tau and amyloid positron emission tomography imaging might not only enable early diagnosis of CTE, but also contribute to the interventions for prevention of late-onset neurodegenerative diseases following TBI. Further studies are necessary to elucidate the mechanisms of neurodegeneration in the living brain of patients with TBI.  "
2016-07-01,"Exposure to repetitive mild traumatic brain injury (mTBI) is a risk factor for chronic traumatic encephalopathy, which is characterized by patchy deposition of hyperphosphorylated tau aggregates in neurons and astrocytes at the depths of cortical sulci. We developed an mTBI paradigm to explore effects of repetitive concussive-type injury over several months in mice with a human tau genetic background (hTau). Two injuries were induced in the hTau mice weekly over a period of 3 or 4 months and the effects were compared with those in noninjured sham animals. Behavioral and in vivo measures and detailed neuropathological assessments were conducted 6 months after the first injury. Our data confirm impairment in cerebral blood flow and white matter damage. This was accompanied by a 2-fold increase in total tau levels and mild increases in tau oligomers/conformers and pTau (Thr231) species in brain gray matter. There was no evidence of neurofibrillary/astroglial tangles, neuropil threads, or perivascular foci of tau immunoreactivity. There were neurobehavioral deficits (ie, disinhibition and impaired cognitive performance) in the mTBI animals. These data support the relevance of this new mTBI injury model for studying the consequences of chronic repetitive mTBI in humans, and the role of tau in TBI. "
2016-07-01,"Chronic traumatic encephalopathy (CTE) is a neurodegenerative condition associated with repetitive mild traumatic brain injury. In recent years, attention has focused on emerging evidence linking the development of CTE to concussive injuries in athletes and military personnel; however, the underlying molecular pathobiology of CTE remains unclear. Here, we provide evidence that the blood-brain barrier (BBB) is disrupted in regions of dense perivascular p-Tau accumulation in a case of CTE. Immunoreactivity patterns of the BBB-associated tight junction components claudin-5 and zonula occludens-1 were markedly discontinuous or absent in regions of perivascular p-Tau deposition; there was also immunohistochemical evidence of a BBB in these foci. Because the patient was diagnosed premortem clinically as having progressive supranuclear palsy (PSP), we also compromised that the CTE alterations appear to be distinct from those in the brain of a patient with PSP. This report represents the first description of BBB dysfunction in a pathologically proven CTE case and suggests a vascular component in the postconcussion cascade of events that may ultimately lead to development of a progressive degenerative disorder. BBB dysfunction may represent a correlate of neural dysfunction in live subjects suspected of being at risk for development of CTE. "
2016-07-01,"Bill Masterton is the only man to die of injuries sustained in a National Hockey League (NHL) game. He remains the last fatality in any professional team sport involving a direct in-game injury in North America. While Masterton was originally thought to have suffered a fatal brain injury while being checked on the ice, later analysis of the case revealed evidence of second-impact syndrome and the effects of prior concussions. Masterton's death sparked both an immediate debate in the NHL on whether helmets should be compulsory and the NHL's first vote on mandatory helmet use. Although the subject of mandated helmet use met with resistance in the 10 years after Masterton's death, especially from hockey owners and coaches, the NHL finally legislated helmet use by all players entering the league beginning in the 1979-1980 season. Several awards, including one recognizing the NHL player who best exemplifies the qualities of perseverance, sportsmanship, and dedication to hockey, have been created in memory of Masterton. However, his legacy extends far beyond the awards that bear his name. His death was the seminal event bringing head safety to the forefront of a game that was both unready and unwilling to accept change. An increase in mainstream media attention in recent years has led to unprecedented public awareness of brain injury and concussion in hockey and other sports. Advances in the diagnosis and treatment of head injury in sports have occurred recently, the impetus for which started over 45 years ago, when Bill Masterton died.  "
2016-06-01,
2016-06-01,"In vivo imaging of tau deposits is providing a better understanding of the temporal and spatial tau deposition in the brain, allowing a more comprehensive insight into the causes, diagnoses, and potentially treatment of tauopathies such as Alzheimer's disease, progressive supranuclear palsy, corticobasal syndrome, chronic traumatic encephalopathy, and some variants of frontotemporal lobar degeneration. The assessment of tau deposition in the brain over time will allow a deeper understanding of the relationship between tau and other variables such as cognition, genotype, and neurodegeneration, as well as assessing the role tau plays in ageing. Preliminary human studies suggest that tau imaging could also be used as a diagnostic, prognostic, and theranostic biomarker, as well as a surrogate marker for target engagement, patient recruitment, and efficacy monitoring for disease-specific therapeutic trials.  "
